Approval (initials),Title,Slug,Status,Parent ID,SKU,Size,Visibility,Side,Product/Part Number,Hip Size,Upper Bar Thickness (mm),Depth (mm),Minimum Calf Size (in),Minimum Ankle Size (in),Length (in.),Length (mm),Minimum Patient Weight (kg),Maximum Patient Weight (kg),Patient Weight (kg),Build Height (inches),Build Height (mm.),Min. Distal Circumference (mm),Max Distal Circumference (mm),Min. Proximal Circumference (mm),Max Proximal Circumference (mm),Weight (oz.),Weight (g),Quantity,Width (in.),Width (mm),Height (in.),Height (mm),Weight Rating (lb.),Weight Limit (lbs.),Mount Height range (mm),Diameter (in.),Diameter (mm),Flexion,Material,Thread,Pyramid (mm),Pyramid Receiver (mm),Tube Clamp (mm),Through Hole,Plate Thickness (mm.),Socket Offset Distance (mm.),Compatible Foot,Categories,Tags,Colors,Attachments / Extras
,"Dream Skin, Sandal Toe",,,2100,427283R064,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Sandal Toe",,,2100,427283R074,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Sandal Toe",,,2100,427283R084,27 - 28 cm,visible,Left,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Sandal Toe",,,2100,427284Y014,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Sandal Toe",,,2100,427284Y024,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Sandal Toe",,,2100,427284Y034,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Sandal Toe",,,2100,427284Y044,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Sandal Toe",,,2100,427284Y054,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Sandal Toe",,,2100,427284Y064,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Sandal Toe",,,2100,427284Y074,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Sandal Toe",,,2100,427284Y084,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Sandal Toe",,,2100,427284R014,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Sandal Toe",,,2100,427284R024,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Sandal Toe",,,2100,427284R034,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Sandal Toe",,,2100,427284R044,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Sandal Toe",,,2100,427284R054,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Sandal Toe",,,2100,427284R064,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Sandal Toe",,,2100,427284R074,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Sandal Toe",,,2100,427284R084,27 - 28 cm,visible,Right,,,,,14,8.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Standard",,,2100,429301Y014,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Standard",,,2100,429301Y024,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Standard",,,2100,429301Y034,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Standard",,,2100,429301Y044,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Standard",,,2100,429301Y054,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Standard",,,2100,429301Y064,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Standard",,,2100,429301Y074,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Standard",,,2100,429301Y084,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Standard",,,2100,429301R014,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Standard",,,2100,429301R024,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Standard",,,2100,429301R034,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Standard",,,2100,429301R044,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Standard",,,2100,429301R054,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Standard",,,2100,429301R064,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Standard",,,2100,429301R074,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Standard",,,2100,429301R084,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Standard",,,2100,429302Y014,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Standard",,,2100,429302Y024,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Standard",,,2100,429302Y034,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Standard",,,2100,429302Y044,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Standard",,,2100,429302Y054,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Standard",,,2100,429302Y064,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Standard",,,2100,429302Y074,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Standard",,,2100,429302Y084,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Standard",,,2100,429302R014,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Standard",,,2100,429302R024,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Standard",,,2100,429302R034,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Standard",,,2100,429302R044,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Standard",,,2100,429302R054,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Standard",,,2100,429302R064,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Standard",,,2100,429302R074,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Standard",,,2100,429302R084,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Sandal Toe",,,2100,429303Y014,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Sandal Toe",,,2100,429303Y024,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Sandal Toe",,,2100,429303Y034,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Sandal Toe",,,2100,429303Y044,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Sandal Toe",,,2100,429303Y054,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Sandal Toe",,,2100,429303Y064,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Sandal Toe",,,2100,429303Y074,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Sandal Toe",,,2100,429303Y084,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Sandal Toe",,,2100,429303R014,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Sandal Toe",,,2100,429303R024,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Sandal Toe",,,2100,429303R034,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Sandal Toe",,,2100,429303R044,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Sandal Toe",,,2100,429303R054,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Sandal Toe",,,2100,429303R064,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Sandal Toe",,,2100,429303R074,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Sandal Toe",,,2100,429303R084,29 - 30 cm,visible,Left,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,"Dream Skin, Sandal Toe",,,2100,429304Y014,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y01,
,"Dream Skin, Sandal Toe",,,2100,429304Y024,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y02,
,"Dream Skin, Sandal Toe",,,2100,429304Y034,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y03,
,"Dream Skin, Sandal Toe",,,2100,429304Y044,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y04,
,"Dream Skin, Sandal Toe",,,2100,429304Y054,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y05,
,"Dream Skin, Sandal Toe",,,2100,429304Y064,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y06,
,"Dream Skin, Sandal Toe",,,2100,429304Y074,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y07,
,"Dream Skin, Sandal Toe",,,2100,429304Y084,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y08,
,"Dream Skin, Sandal Toe",,,2100,429304R014,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R01,
,"Dream Skin, Sandal Toe",,,2100,429304R024,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R02,
,"Dream Skin, Sandal Toe",,,2100,429304R034,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R03,
,"Dream Skin, Sandal Toe",,,2100,429304R044,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R04,
,"Dream Skin, Sandal Toe",,,2100,429304R054,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05,
,"Dream Skin, Sandal Toe",,,2100,429304R064,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R06,
,"Dream Skin, Sandal Toe",,,2100,429304R074,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R07,
,"Dream Skin, Sandal Toe",,,2100,429304R084,29 - 30 cm,visible,Right,,,,,14.6,8.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R08,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aluminum 30 mm Pylon,,,2200,125032,,visible,,,,,,,,10,254,,136,,,,,,,,5.1,145,,,,,,,,,,30,,Aluminum,,,,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Aluminum 30 mm Pylon,,,2200,125034,,visible,,,,,,,,17,432,,136,,,,,,,,8.8,250,,,,,,,,,,30,,Aluminum,,,,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Aluminum 30 mm Pylon,,,2200,238024,,visible,,,,,,,,36,914,,136,,,,,,,,17.6,499,,,,,,,,,,30,,Aluminum,,,,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,30 mm Pylon with Adapter,,,2201,60246,,visible,,,,,,,,11.8,300,,136,,,,,,,,8,228,,,,,,,,,,30,,Titanium,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,30 mm Pylon with Adapter,,,2201,60430,,visible,,,,,,,,11.8,300,,136,,,,,,,,10,283,,,,,,,,,,30,,Stainless Steel,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,30 mm Pylon with Adapter,,,2201,60245,,visible,,,,,,,,15.7,400,,136,,,,,,,,11.5,326,,,,,,,,,,30,,Titanium,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,30 mm Pylon with Adapter,,,2201,60429,,visible,,,,,,,,15.7,400,,136,,,,,,,,12.7,360,,,,,,,,,,30,,Stainless Steel,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,30 mm Short Tube Adapter,,,2202,60558,,visible,,,,,,,,3.9,100,,136,,,,,,,,3.9,110,,,,,,,,,,30,,Titanium,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,30 mm Short Tube Adapter,,,2202,61352,,visible,,,,,,,,7.9,200,,100,,,,,,,,5.9,166,,,,,,,,,,30,,Aluminum,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,DuraShock Long Pylon,,,2203,DS003L,,visible,,,,,,,,,,,65,,5.8-10.6,,,,,,15,428,,,,,,,,,,30,,,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Red,
,DuraShock Long Pylon,,,2203,DS002L,,visible,,,,,,,,,,,81,,5.8-10.6,,,,,,15,428,,,,,,,,,,30,,,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Blue,
,DuraShock Long Pylon,,,2203,DS001L,,visible,,,,,,,,,,,100,,5.8-10.6,,,,,,15,428,,,,,,,,,,30,,,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Black,
,DuraShock Long Pylon,,,2203,DS004L,,visible,,,,,,,,,,,113,,6.8-10.7,,,,,,21.7,609,,,,,,,,,,34,,,,,34,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Black,
,DuraShock Short Pylon,,,2204,DS003S,,visible,,,,,,,,,,,65,,4.8-7.5,,,,,,11,318,,,,,,,,,,30,,,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Red,
,DuraShock Short Pylon,,,2204,DS002S,,visible,,,,,,,,,,,81,,4.8-7.5,,,,,,11,318,,,,,,,,,,30,,,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Blue,
,DuraShock Short Pylon,,,2204,DS001S,,visible,,,,,,,,,,,100,,4.8-7.5,,,,,,11,318,,,,,,,,,,30,,,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Black,
,DuraShock Short Pylon,,,2204,DS004S,,visible,,,,,,,,,,,113,,5-6.9,,,,,,15.2,425,,,,,,,,,,34,,,,,34,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Black,
,DuraShock with Tube Clamp,,,2205,DS003SC,,visible,,,,,,,,,,,65,,6,,,,,,11.6,330,,,,,,,,,,,,,,,30,30,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Red,
,DuraShock with Tube Clamp,,,2205,DS002SC,,visible,,,,,,,,,,,81,,6,,,,,,11.6,330,,,,,,,,,,,,,,,30,30,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Blue,
,DuraShock with Tube Clamp,,,2205,DS001SC,,visible,,,,,,,,,,,100,,6,,,,,,11.6,330,,,,,,,,,,,,,,,30,30,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Black,
,DuraShock Short,,,2206,DS003SS,,visible,,,,,,,,,,,65,,3.5,,,,,,10.6,300,,,,,,,,,,,,,,30,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Red,
,DuraShock Short,,,2206,DS002SS,,visible,,,,,,,,,,,81,,3.5,,,,,,10.6,300,,,,,,,,,,,,,,30,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Blue,
,DuraShock Short,,,2206,DS001SS,,visible,,,,,,,,,,,100,,3.5,,,,,,10.6,300,,,,,,,,,,,,,,30,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Black,
,DuraShock Short,,,2206,DS004SS,,visible,,,,,,,,,,,136,,4.3,,,,,,16.2,460,,,,,,,,,,,,,,34,34,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",Black,
,4-Hole Pyramid Adapter,,,2209,124178,,visible,,,,,,,,,,,136,,0.3,,,,,,1.8,50,,,,,,,,,,,,Aluminum with Titanium Pyramid,,30,,,1,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,4-Hole Pyramid Adapter,,,2209,124180,,visible,,,,,,,,,,,136,,0.3,,,,,,1.9,55,,,,,,,,,,,,Aluminum with Titanium Pyramid,,30,,,0,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,4-Hole Pyramid Adapter,,,2209,60254,,visible,,,,,,,,,,,136,,0.3,,,,,,1.8,50,,,,,,,,,,,,Titanium,,30,,,1,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,4-Hole Pyramid Adapter,,,2209,60416,,visible,,,,,,,,,,,136,,0.3,,,,,,3.7,104,,,,,,,,,,,,Stainless Steel,,30,,,0,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,4-Prong BK Adapter with Pyramid,,,2210,124181,,visible,,,,,,,,,,,100,,0.3,,,,,,3.3,94,,,,,,,,,,,,Stainless Steel,,30,,,0,,,,Lower Extremity Prosthetics > Adapters,Transtibial,,
,4-Prong BK Adapter with Pyramid,,,2210,60324,,visible,,,,,,,,,,,100,,0.4,,,,,,3,85,,,,,,,,,,,,Stainless Steel,,30,,,0,,,,Lower Extremity Prosthetics > Adapters,Transtibial,,
,4-Prong BK Adapter with Pyramid,,,2210,60457,,visible,,,,,,,,,,,100,,0.4,,,,,,2.8,79,,,,,,,,,,,,Stainless Steel,,30,,,1,,,,Lower Extremity Prosthetics > Adapters,Transtibial,,
,4-Prong BK Adapter with Pyramid,,,2210,61134,,visible,,,,,,,,,,,136,,0.4,,,,,,1.8,50,,,,,,,,,,,,Titanium,,30,,,1,,,,Lower Extremity Prosthetics > Adapters,Transtibial,,
,Tube Clamp with Pyramid Receiver,,,2215,124170,,visible,,,,,,,,,,,,,2.1,,,,,,3.2,92,,,,,,,,,,,,Aluminum,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Tube Clamp with Pyramid Receiver,,,2215,60400,,visible,,,,,,,,,,,,,1.9,,,,,,4.2,120,,,,,,,,,,,,Stainless Steel,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Tube Clamp with Pyramid Receiver,,,2215,60247,,visible,,,,,,,,,,,,,1.9,,,,,,2.7,76,,,,,,,,,,,,Titanium,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Dual Adapter,,,2216,61361,,visible,,,,,,,,,,,,,1.3,32,,,,,2.4,68,,,,,,,220,,,,,Aluminum,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Dual Adapter,,,2216,61362,,visible,,,,,,,,,,,,,1.8,45,,,,,2.8,80,,,,,,,220,,,,,Aluminum,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Dual Adapter,,,2216,61363,,visible,,,,,,,,,,,,,2.4,60,,,,,3.3,93,,,,,,,220,,,,,Aluminum,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Dual Adapter,,,2216,61364,,visible,,,,,,,,,,,,,3,75,,,,,3.7,106,,,,,,,220,,,,,Aluminum,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Dual Adapter,,,2216,60306,,visible,,,,,,,,,,,,,1.3,32,,,,,2.8,80,,,,,,,300,,,,,Titanium,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Dual Adapter,,,2216,60439,,visible,,,,,,,,,,,,,1.8,45,,,,,3.2,91,,,,,,,300,,,,,Titanium,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Dual Adapter,,,2216,60440,,visible,,,,,,,,,,,,,2.4,60,,,,,3.6,102,,,,,,,300,,,,,Titanium,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Dual Adapter,,,2216,60441,,visible,,,,,,,,,,,,,3,75,,,,,4.2,118,,,,,,,300,,,,,Titanium,,,30,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Rotatable Adapter,,,2217,60293,,visible,,,,,,,,,,,,,0.7,18,,,,,2.9,82,,,,,,,300,,,,,Titanium,,30,,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Rotatable Adapter,,,2217,60435,,visible,,,,,,,,,,,,,0.7,18,,,,,4.4,126,,,,,,,300,,,,,Stainless Steel,,30,,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Adult 4-Hole Adapter with Rotation,,,2219,124100,,visible,,,,,,,,,,,136,,0.3,8.5,,,,,1.8,51,,,,,,,300,,,,,Titanium,,,,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,
,Threaded Pyramid,,,2219,60544,,visible,,,,,,,,,,,136,,0.3,7,,,,,3.2,92,,,,,,,300,,,,,Stainless Steel,,30,,,,,,,Lower Extremity Prosthetics > Adapters,"Transtibial, Transfemoral",,Threaded Pyramid
